,id,genre_ids,name
2036,926670,28,Action
2037,926670,35,Comedy
2038,926670,10751,Family
2039,926670,878,Science Fiction
2040,140607,12,Adventure
2041,140607,28,Action
2042,140607,878,Science Fiction
2043,950,16,Animation
2044,950,10751,Family
2045,950,35,Comedy
2046,950,12,Adventure
2047,93456,16,Animation
2048,93456,35,Comedy
2049,93456,10751,Family
2050,1229007,10749,Romance
2051,1421990,35,Comedy
2052,1421990,18,Drama
2053,1124,18,Drama
2054,1124,9648,Mystery
2055,1124,878,Science Fiction
2056,993708,35,Comedy
2057,993708,10749,Romance
2058,993708,18,Drama
2059,483664,28,Action
2060,483664,80,Crime
2061,483664,18,Drama
2062,466272,35,Comedy
2063,466272,18,Drama
2064,466272,53,Thriller
2065,76341,28,Action
2066,76341,12,Adventure
2067,76341,878,Science Fiction
2068,1386687,18,Drama
2069,61979,10749,Romance
2070,61979,18,Drama
2071,1311844,28,Action
2072,1311844,12,Adventure
2073,1311844,18,Drama
2074,1225572,27,Horror
2075,1225572,35,Comedy
2076,9552,27,Horror
2077,1088166,53,Thriller
2078,1088166,18,Drama
2079,642885,14,Fantasy
2080,642885,35,Comedy
2081,642885,10751,Family
2082,857,18,Drama
2083,857,36,History
2084,857,10752,War
2085,1173558,18,Drama
2086,1173558,9648,Mystery
2087,1173558,10749,Romance
2088,1226578,27,Horror
2089,1226578,53,Thriller
2090,1226578,80,Crime
2091,64586,18,Drama
2092,64586,10749,Romance
2093,549509,18,Drama
2094,549509,36,History
2095,1466120,53,Thriller
2096,1466120,10749,Romance
2097,1466120,9648,Mystery
2098,840705,9648,Mystery
2099,840705,53,Thriller
2100,330457,10751,Family
2101,330457,16,Animation
2102,330457,12,Adventure
2103,330457,35,Comedy
2104,330457,14,Fantasy
2105,49444,16,Animation
2106,49444,10751,Family
2107,49444,35,Comedy
2108,184315,28,Action
2109,184315,12,Adventure
2110,409276,10749,Romance
2111,409276,18,Drama
2112,333167,10749,Romance
2113,333167,18,Drama
2114,333167,36,History
2115,242582,80,Crime
2116,242582,18,Drama
2117,242582,53,Thriller
2118,4248,35,Comedy
2119,1459233,18,Drama
2120,1459233,10749,Romance
2121,351286,28,Action
2122,351286,12,Adventure
2123,351286,878,Science Fiction
2124,351286,53,Thriller
2125,447332,27,Horror
2126,447332,18,Drama
2127,447332,878,Science Fiction
2128,1429744,27,Horror
2129,1429744,53,Thriller
2130,1429744,28,Action
2131,46466,18,Drama
2132,46466,10749,Romance
2133,78,878,Science Fiction
2134,78,18,Drama
2135,78,53,Thriller
2136,297,14,Fantasy
2137,297,18,Drama
2138,297,10749,Romance
2139,205596,36,History
2140,205596,18,Drama
2141,205596,53,Thriller
2142,205596,10752,War
2143,1064486,16,Animation
2144,1064486,18,Drama
2145,1064486,35,Comedy
2146,1161617,28,Action
2147,1161617,35,Comedy
2148,1329336,16,Animation
2149,1329336,35,Comedy
2150,1137350,35,Comedy
2151,1137350,12,Adventure
2152,562,28,Action
2153,562,53,Thriller
2154,70981,878,Science Fiction
2155,70981,12,Adventure
2156,70981,9648,Mystery
2157,26338,18,Drama
2158,26338,10749,Romance
2159,10330,10751,Family
2160,10330,14,Fantasy
2161,10330,35,Comedy
2162,10483,28,Action
2163,10483,53,Thriller
2164,10483,878,Science Fiction
2165,718821,28,Action
2166,718821,53,Thriller
2167,481952,27,Horror
2168,481952,10752,War
2169,826945,18,Drama
2170,329865,18,Drama
2171,329865,878,Science Fiction
2172,329865,9648,Mystery
2173,41283,80,Crime
2174,41283,18,Drama
2175,41283,28,Action
2176,41283,53,Thriller
2177,22683,18,Drama
2178,245891,28,Action
2179,245891,53,Thriller
2180,724495,28,Action
2181,724495,18,Drama
2182,724495,36,History
2183,615173,28,Action
2184,615173,9648,Mystery
2185,615173,53,Thriller
2186,615173,878,Science Fiction
2187,321612,10751,Family
2188,321612,14,Fantasy
2189,321612,10749,Romance
2190,646385,27,Horror
2191,646385,9648,Mystery
2192,1098006,12,Adventure
2193,1098006,14,Fantasy
2194,1098006,9648,Mystery
2195,508442,16,Animation
2196,508442,10751,Family
2197,508442,35,Comedy
2198,508442,14,Fantasy
2199,508442,18,Drama
2200,6479,18,Drama
2201,6479,878,Science Fiction
2202,6479,53,Thriller
2203,14161,28,Action
2204,14161,12,Adventure
2205,14161,878,Science Fiction
2206,954,12,Adventure
2207,954,28,Action
2208,954,53,Thriller
2209,63311,18,Drama
2210,63311,27,Horror
2211,63311,9648,Mystery
2212,63311,53,Thriller
2213,639720,35,Comedy
2214,639720,14,Fantasy
2215,639720,10751,Family
2216,9614,35,Comedy
2217,508642,27,Horror
2218,508642,9648,Mystery
2219,1139566,10749,Romance
2220,1139566,18,Drama
2221,1139566,35,Comedy
2222,1508191,99,Documentary
2223,893723,10751,Family
2224,893723,35,Comedy
2225,893723,12,Adventure
2226,893723,16,Animation
2227,715287,18,Drama
2228,715287,10749,Romance
2229,246655,28,Action
2230,246655,12,Adventure
2231,246655,878,Science Fiction
2232,246655,14,Fantasy
2233,95342,18,Drama
2234,1327862,18,Drama
2235,1327862,10749,Romance
2236,5174,28,Action
2237,5174,35,Comedy
2238,5174,80,Crime
2239,890138,28,Action
2240,890138,12,Adventure
2241,890138,18,Drama
2242,10585,27,Horror
2243,624860,878,Science Fiction
2244,624860,28,Action
2245,624860,12,Adventure
2246,1734,12,Adventure
2247,1734,28,Action
2248,1734,14,Fantasy
2249,9902,27,Horror
2250,9902,53,Thriller
2251,46195,16,Animation
2252,46195,12,Adventure
2253,46195,35,Comedy
2254,46195,10751,Family
2255,1043905,28,Action
2256,1043905,18,Drama
2257,1043905,53,Thriller
2258,1043905,10752,War
2259,423502,10749,Romance
2260,516729,10751,Family
2261,516729,35,Comedy
2262,516729,12,Adventure
2263,591,53,Thriller
2264,591,9648,Mystery
2265,1084736,12,Adventure
2266,1084736,28,Action
2267,1084736,18,Drama
2268,9358,27,Horror
2269,9358,9648,Mystery
2270,198184,80,Crime
2271,198184,28,Action
2272,198184,878,Science Fiction
2273,1442776,28,Action
2274,1442776,53,Thriller
2275,1442776,27,Horror
2276,1005985,28,Action
2277,1005985,18,Drama
2278,1005985,80,Crime
2279,336843,878,Science Fiction
2280,336843,28,Action
2281,336843,12,Adventure
2282,336843,53,Thriller
2283,284053,28,Action
2284,284053,12,Adventure
2285,284053,878,Science Fiction
2286,619979,18,Drama
2287,619979,9648,Mystery
2288,619979,53,Thriller
2289,107257,18,Drama
2290,107257,10749,Romance
2291,974576,18,Drama
2292,974576,53,Thriller
2293,508883,16,Animation
2294,508883,12,Adventure
2295,508883,14,Fantasy
2296,508883,10751,Family
2297,508883,18,Drama
2298,302945,18,Drama
2299,302945,10749,Romance
2300,1032372,53,Thriller
2301,1032372,27,Horror
2302,419430,9648,Mystery
2303,419430,53,Thriller
2304,419430,27,Horror
2305,195173,35,Comedy
2306,195173,18,Drama
2307,61791,53,Thriller
2308,61791,28,Action
2309,61791,18,Drama
2310,61791,878,Science Fiction
2311,524434,878,Science Fiction
2312,524434,28,Action
2313,524434,12,Adventure
2314,247659,10749,Romance
2315,247659,18,Drama
2316,1108795,18,Drama
2317,62177,16,Animation
2318,62177,12,Adventure
2319,62177,35,Comedy
2320,62177,10751,Family
2321,62177,28,Action
2322,62177,14,Fantasy
2323,1062722,18,Drama
2324,1062722,27,Horror
2325,1062722,878,Science Fiction
2326,21542,35,Comedy
2327,21542,18,Drama
2328,21542,10751,Family
2329,21542,10749,Romance
2330,1195506,28,Action
2331,1195506,35,Comedy
2332,1195506,53,Thriller
2333,270303,27,Horror
2334,270303,9648,Mystery
2335,24,28,Action
2336,24,80,Crime
2337,128,12,Adventure
2338,128,14,Fantasy
2339,128,16,Animation
2340,710258,37,Western
2341,13448,53,Thriller
2342,13448,9648,Mystery
2343,1029529,,
2344,140870,16,Animation
2345,140870,12,Adventure
2346,140870,10751,Family
2347,82690,10751,Family
2348,82690,16,Animation
2349,82690,35,Comedy
2350,82690,12,Adventure
2351,568620,28,Action
2352,568620,12,Adventure
2353,1041613,27,Horror
2354,1041613,9648,Mystery
2355,1041613,53,Thriller
2356,62213,35,Comedy
2357,62213,14,Fantasy
2358,546554,35,Comedy
2359,546554,80,Crime
2360,546554,9648,Mystery
2361,1315988,28,Action
2362,1315988,53,Thriller
2363,1315988,12,Adventure
2364,758923,28,Action
2365,758923,53,Thriller
2366,1140535,27,Horror
2367,1140535,53,Thriller
2368,1140535,18,Drama
2369,1813,18,Drama
2370,1813,9648,Mystery
2371,1813,27,Horror
2372,593691,99,Documentary
2373,593691,10402,Music
2374,1235746,28,Action
2375,1235746,53,Thriller
2376,335797,10751,Family
2377,335797,35,Comedy
2378,335797,10402,Music
2379,335797,16,Animation
2380,284054,28,Action
2381,284054,12,Adventure
2382,284054,878,Science Fiction
2383,1476453,18,Drama
2384,335787,28,Action
2385,335787,12,Adventure
2386,13201,28,Action
2387,13201,80,Crime
2388,13201,18,Drama
2389,579974,28,Action
2390,579974,12,Adventure
2391,579974,18,Drama
2392,508943,16,Animation
2393,508943,35,Comedy
2394,508943,14,Fantasy
2395,508943,12,Adventure
2396,508943,10751,Family
2397,181533,12,Adventure
2398,181533,35,Comedy
2399,181533,14,Fantasy
2400,181533,10751,Family
2401,313369,35,Comedy
2402,313369,18,Drama
2403,313369,10749,Romance
2404,313369,10402,Music
2405,70,18,Drama
2406,67515,27,Horror
2407,67515,35,Comedy
2408,1010600,27,Horror
2409,1010600,53,Thriller
2410,5689,12,Adventure
2411,5689,18,Drama
2412,5689,10749,Romance
2413,1278,18,Drama
2414,1278,10749,Romance
2415,37799,18,Drama
2416,337339,28,Action
2417,337339,80,Crime
2418,337339,53,Thriller
2419,1235623,28,Action
2420,1235623,18,Drama
2421,73723,16,Animation
2422,73723,10751,Family
2423,614930,16,Animation
2424,614930,35,Comedy
2425,614930,28,Action
2426,614930,878,Science Fiction
2427,744857,27,Horror
2428,744857,53,Thriller
2429,1353328,27,Horror
2430,50124,35,Comedy
2431,50124,10749,Romance
2432,670435,10749,Romance
2433,8355,16,Animation
2434,8355,35,Comedy
2435,8355,10751,Family
2436,8355,12,Adventure
2437,117239,18,Drama
2438,117239,14,Fantasy
2439,117239,10749,Romance
2440,65496,18,Drama
2441,339692,80,Crime
2442,339692,18,Drama
2443,339692,53,Thriller
2444,173705,18,Drama
2445,173705,9648,Mystery
2446,173705,27,Horror
2447,710295,27,Horror
2448,710295,53,Thriller
2449,4011,14,Fantasy
2450,4011,35,Comedy
2451,55317,35,Comedy
2452,55317,80,Crime
2453,1330610,80,Crime
2454,1330610,27,Horror
2455,119826,18,Drama
2456,1548764,35,Comedy
2457,102651,14,Fantasy
2458,102651,12,Adventure
2459,102651,28,Action
2460,102651,10751,Family
2461,102651,10749,Romance
2462,793605,18,Drama
2463,985939,53,Thriller
2464,15383,10752,War
2465,15383,18,Drama
2466,15383,53,Thriller
2467,1297763,16,Animation
2468,1297763,28,Action
2469,1297763,878,Science Fiction
2470,23202,27,Horror
2471,23202,35,Comedy
2472,9286,27,Horror
2473,9286,9648,Mystery
2474,609681,878,Science Fiction
2475,609681,12,Adventure
2476,609681,28,Action
2477,335977,12,Adventure
2478,335977,28,Action
2479,851644,10749,Romance
2480,851644,18,Drama
2481,408,14,Fantasy
2482,408,16,Animation
2483,408,10751,Family
2484,839033,16,Animation
2485,839033,14,Fantasy
2486,839033,12,Adventure
2487,839033,28,Action
2488,974262,14,Fantasy
2489,974262,12,Adventure
2490,974262,10751,Family
2491,974262,35,Comedy
2492,176,27,Horror
2493,176,9648,Mystery
2494,176,80,Crime
2495,927342,28,Action
2496,927342,18,Drama
2497,927342,12,Adventure
2498,927342,10752,War
2499,7345,18,Drama
2500,1216191,27,Horror
2501,1216191,9648,Mystery
2502,4348,18,Drama
2503,4348,10749,Romance
2504,45243,35,Comedy
2505,420818,12,Adventure
2506,420818,18,Drama
2507,420818,10751,Family
2508,420818,16,Animation
2509,9769,18,Drama
2510,9769,10749,Romance
2511,820525,10749,Romance
2512,820525,18,Drama
2513,1422211,10749,Romance
2514,1422211,18,Drama
2515,787699,35,Comedy
2516,787699,10751,Family
2517,787699,14,Fantasy
2518,949423,27,Horror
2519,949423,53,Thriller
2520,853376,18,Drama
2521,1243341,10402,Music
2522,1243341,12,Adventure
2523,1243341,10749,Romance
2524,1243341,35,Comedy
2525,1243341,10751,Family
2526,383498,28,Action
2527,383498,35,Comedy
2528,383498,12,Adventure
2529,585511,16,Animation
2530,585511,12,Adventure
2531,585511,35,Comedy
2532,585511,14,Fantasy
2533,779816,18,Drama
2534,181812,12,Adventure
2535,181812,28,Action
2536,181812,878,Science Fiction
2537,263115,28,Action
2538,263115,18,Drama
2539,263115,878,Science Fiction
2540,423204,28,Action
2541,423204,53,Thriller
2542,1379587,9648,Mystery
2543,1379587,53,Thriller
2544,1379587,28,Action
2545,1379587,878,Science Fiction
2546,688,18,Drama
2547,688,10749,Romance
2548,296,28,Action
2549,296,53,Thriller
2550,296,878,Science Fiction
2551,259316,14,Fantasy
2552,259316,12,Adventure
2553,1356039,28,Action
2554,1356039,12,Adventure
2555,1356039,53,Thriller
2556,152601,10749,Romance
2557,152601,878,Science Fiction
2558,152601,18,Drama
2559,115290,18,Drama
2560,115290,12,Adventure
2561,115290,10749,Romance
2562,115290,10770,TV Movie
2563,1232827,18,Drama
2564,1232827,36,History
2565,1048241,28,Action
2566,1048241,35,Comedy
2567,1048241,10751,Family
2568,254128,28,Action
2569,254128,18,Drama
2570,254128,53,Thriller
2571,561,14,Fantasy
2572,561,28,Action
2573,561,27,Horror
2574,15512,16,Animation
2575,15512,10751,Family
2576,15512,12,Adventure
2577,15512,878,Science Fiction
2578,242,80,Crime
2579,242,18,Drama
2580,242,53,Thriller
2581,800158,80,Crime
2582,800158,53,Thriller
2583,137113,28,Action
2584,137113,878,Science Fiction
2585,593643,35,Comedy
2586,593643,27,Horror
2587,593643,53,Thriller
2588,475624,18,Drama
2589,475624,10770,TV Movie
2590,475624,14,Fantasy
2591,71672,27,Horror
2592,71672,53,Thriller
2593,613504,10749,Romance
2594,613504,18,Drama
2595,62,878,Science Fiction
2596,62,9648,Mystery
2597,62,12,Adventure
2598,1556160,99,Documentary
2599,510,18,Drama
2600,9297,16,Animation
2601,9297,35,Comedy
2602,9297,10751,Family
2603,9297,14,Fantasy
2604,77,9648,Mystery
2605,77,53,Thriller
2606,420634,27,Horror
2607,420634,53,Thriller
2608,87101,878,Science Fiction
2609,87101,28,Action
2610,87101,53,Thriller
2611,87101,12,Adventure
2612,1008953,35,Comedy
2613,774600,35,Comedy
2614,77174,10751,Family
2615,77174,16,Animation
2616,77174,12,Adventure
2617,77174,35,Comedy
2618,461053,28,Action
2619,461053,80,Crime
2620,461053,53,Thriller
2621,1280461,18,Drama
2622,629,18,Drama
2623,629,80,Crime
2624,629,53,Thriller
2625,157350,28,Action
2626,157350,12,Adventure
2627,157350,878,Science Fiction
2628,507241,28,Action
2629,507241,35,Comedy
2630,507241,53,Thriller
2631,1712,18,Drama
2632,1712,37,Western
2633,454626,28,Action
2634,454626,878,Science Fiction
2635,454626,35,Comedy
2636,454626,10751,Family
2637,956,12,Adventure
2638,956,28,Action
2639,956,53,Thriller
2640,713704,27,Horror
2641,713704,53,Thriller
2642,11836,10751,Family
2643,11836,35,Comedy
2644,11836,12,Adventure
2645,11836,16,Animation
2646,353081,28,Action
2647,353081,12,Adventure
2648,75780,80,Crime
2649,75780,18,Drama
2650,75780,53,Thriller
2651,75780,28,Action
2652,1104845,10751,Family
2653,1104845,35,Comedy
2654,1104845,12,Adventure
2655,1104845,16,Animation
2656,787747,18,Drama
2657,787747,27,Horror
2658,787747,53,Thriller
2659,530385,27,Horror
2660,530385,18,Drama
2661,530385,9648,Mystery
2662,587727,10749,Romance
2663,901362,16,Animation
2664,901362,10751,Family
2665,901362,10402,Music
2666,901362,14,Fantasy
2667,901362,35,Comedy
2668,370172,28,Action
2669,370172,53,Thriller
2670,370172,12,Adventure
2671,1001141,18,Drama
2672,370663,18,Drama
2673,370663,10749,Romance
2674,288986,18,Drama
2675,1232221,10749,Romance
2676,86461,18,Drama
2677,384527,18,Drama
2678,66485,35,Comedy
2679,1466016,,
2680,72559,28,Action
2681,72559,878,Science Fiction
2682,72559,12,Adventure
2683,72559,53,Thriller
2684,345,18,Drama
2685,345,53,Thriller
2686,345,9648,Mystery
2687,580489,878,Science Fiction
2688,580489,28,Action
2689,580489,12,Adventure
2690,138103,28,Action
2691,138103,12,Adventure
2692,138103,53,Thriller
2693,1005331,53,Thriller
2694,1005331,28,Action
2695,1314784,10749,Romance
2696,1314784,35,Comedy
2697,1314784,18,Drama
2698,1314784,10751,Family
2699,79871,35,Comedy
2700,79871,10749,Romance
2701,79871,18,Drama
2702,2907,35,Comedy
2703,2907,14,Fantasy
2704,90148,18,Drama
2705,185,878,Science Fiction
2706,185,80,Crime
2707,1362429,16,Animation
2708,1362429,35,Comedy
2709,1362429,10749,Romance
2710,1362429,18,Drama
2711,787,28,Action
2712,787,35,Comedy
2713,787,18,Drama
2714,787,53,Thriller
2715,64690,18,Drama
2716,64690,53,Thriller
2717,64690,80,Crime
2718,2655,18,Drama
2719,2655,27,Horror
2720,2655,9648,Mystery
2721,2655,53,Thriller
2722,1078023,28,Action
2723,1078023,80,Crime
2724,1078023,35,Comedy
2725,1078023,10752,War
2726,7340,27,Horror
2727,7340,53,Thriller
2728,10144,16,Animation
2729,10144,10751,Family
2730,10144,14,Fantasy
2731,138697,10749,Romance
2732,138697,35,Comedy
2733,138697,18,Drama
2734,1359,53,Thriller
2735,1359,18,Drama
2736,1359,80,Crime
2737,1042834,53,Thriller
2738,1042834,18,Drama
2739,6145,53,Thriller
2740,81188,16,Animation
2741,81188,10751,Family
2742,81188,14,Fantasy
2743,81188,28,Action
2744,81188,12,Adventure
2745,982843,878,Science Fiction
2746,982843,28,Action
2747,982843,12,Adventure
2748,425274,53,Thriller
2749,425274,80,Crime
2750,425274,9648,Mystery
2751,197,28,Action
2752,197,18,Drama
2753,197,36,History
2754,197,10752,War
2755,852363,18,Drama
2756,852363,10749,Romance
2757,1032823,53,Thriller
2758,1032823,9648,Mystery
2759,1032823,80,Crime
2760,1032823,27,Horror
2761,2454,12,Adventure
2762,2454,10751,Family
2763,2454,14,Fantasy
2764,284052,14,Fantasy
2765,284052,12,Adventure
2766,284052,28,Action
2767,1417,14,Fantasy
2768,1417,18,Drama
2769,1417,10752,War
2770,1338799,16,Animation
2771,1338799,28,Action
2772,1338799,14,Fantasy
2773,1339166,27,Horror
2774,936559,10749,Romance
2775,9794,35,Comedy
2776,9794,10749,Romance
2777,262500,28,Action
2778,262500,878,Science Fiction
2779,262500,53,Thriller
2780,5255,16,Animation
2781,5255,12,Adventure
2782,5255,10751,Family
2783,5255,14,Fantasy
2784,80794,53,Thriller
2785,80794,27,Horror
2786,80794,35,Comedy
2787,335988,28,Action
2788,335988,12,Adventure
2789,335988,878,Science Fiction
2790,73,18,Drama
2791,12429,16,Animation
2792,12429,14,Fantasy
2793,12429,10751,Family
2794,8871,10751,Family
2795,8871,35,Comedy
2796,381284,18,Drama
2797,381284,36,History
2798,159824,16,Animation
2799,159824,35,Comedy
2800,159824,10751,Family
2801,159824,14,Fantasy
2802,418827,18,Drama
2803,103,80,Crime
2804,103,18,Drama
2805,577922,28,Action
2806,577922,53,Thriller
2807,577922,878,Science Fiction
2808,9732,10751,Family
2809,9732,12,Adventure
2810,9732,16,Animation
2811,9732,18,Drama
2812,9732,10749,Romance
2813,1368337,12,Adventure
2814,1368337,18,Drama
2815,1368337,14,Fantasy
2816,1330421,27,Horror
2817,1330421,53,Thriller
2818,1330421,9648,Mystery
2819,1160956,28,Action
2820,1160956,35,Comedy
2821,6957,35,Comedy
2822,6957,10749,Romance
2823,10009,12,Adventure
2824,10009,16,Animation
2825,10009,10751,Family
2826,173185,35,Comedy
2827,1091,27,Horror
2828,1091,9648,Mystery
2829,1091,878,Science Fiction
2830,607,28,Action
2831,607,12,Adventure
2832,607,35,Comedy
2833,607,878,Science Fiction
2834,341174,18,Drama
2835,341174,10749,Romance
2836,360920,10751,Family
2837,360920,35,Comedy
2838,360920,16,Animation
2839,10895,16,Animation
2840,10895,10751,Family
2841,10895,14,Fantasy
2842,378064,16,Animation
2843,378064,18,Drama
2844,378064,10749,Romance
2845,60304,14,Fantasy
2846,60304,27,Horror
2847,60304,28,Action
2848,1366,18,Drama
2849,27578,53,Thriller
2850,27578,12,Adventure
2851,27578,28,Action
2852,1084153,10751,Family
2853,1084153,35,Comedy
2854,1084153,12,Adventure
2855,1084153,16,Animation
2856,1267,16,Animation
2857,1267,35,Comedy
2858,1267,10751,Family
2859,181808,12,Adventure
2860,181808,28,Action
2861,181808,878,Science Fiction
2862,620,35,Comedy
2863,620,14,Fantasy
2864,131634,28,Action
2865,131634,12,Adventure
2866,131634,878,Science Fiction
2867,345940,28,Action
2868,345940,878,Science Fiction
2869,345940,27,Horror
2870,193893,35,Comedy
2871,9316,28,Action
2872,9316,80,Crime
2873,818397,28,Action
2874,818397,53,Thriller
2875,818397,80,Crime
2876,670292,878,Science Fiction
2877,670292,28,Action
2878,670292,12,Adventure
2879,333484,12,Adventure
2880,333484,28,Action
2881,333484,37,Western
2882,480414,27,Horror
2883,360780,,
2884,15121,18,Drama
2885,15121,10751,Family
2886,15121,10402,Music
2887,15121,10749,Romance
2888,993234,18,Drama
2889,993234,10749,Romance
2890,752,28,Action
2891,752,53,Thriller
2892,752,878,Science Fiction
2893,1064028,878,Science Fiction
2894,1064028,27,Horror
2895,1064028,53,Thriller
2896,916224,16,Animation
2897,916224,18,Drama
2898,916224,12,Adventure
2899,916224,14,Fantasy
2900,697843,28,Action
2901,697843,53,Thriller
2902,697843,80,Crime
2903,481871,18,Drama
2904,436270,28,Action
2905,436270,12,Adventure
2906,436270,878,Science Fiction
2907,9470,28,Action
2908,9470,35,Comedy
2909,9470,80,Crime
2910,9470,14,Fantasy
2911,1188423,878,Science Fiction
2912,1188423,53,Thriller
2913,1188423,27,Horror
2914,11224,10751,Family
2915,11224,14,Fantasy
2916,11224,16,Animation
2917,11224,10749,Romance
2918,417859,16,Animation
2919,417859,10751,Family
2920,417859,14,Fantasy
2921,417859,12,Adventure
2922,417859,35,Comedy
2923,417859,28,Action
2924,185664,18,Drama
2925,185664,27,Horror
2926,102860,18,Drama
2927,1014590,10749,Romance
2928,1014590,35,Comedy
2929,17379,12,Adventure
2930,17379,35,Comedy
2931,17379,18,Drama
2932,1321656,18,Drama
2933,177677,28,Action
2934,177677,12,Adventure
2935,240832,28,Action
2936,240832,878,Science Fiction
2937,10555,16,Animation
2938,10555,28,Action
2939,10555,35,Comedy
2940,10555,10751,Family
2941,939099,99,Documentary
2942,939099,10749,Romance
2943,939099,18,Drama
2944,760883,27,Horror
2945,760883,53,Thriller
2946,760883,28,Action
2947,19404,35,Comedy
2948,19404,18,Drama
2949,19404,10749,Romance
2950,934433,27,Horror
2951,934433,80,Crime
2952,934433,53,Thriller
2953,459151,16,Animation
2954,459151,35,Comedy
2955,459151,12,Adventure
2956,459151,10751,Family
2957,865463,18,Drama
2958,865463,10749,Romance
2959,1050035,9648,Mystery
2960,1050035,53,Thriller
2961,1050035,18,Drama
2962,41446,27,Horror
2963,41446,9648,Mystery
2964,38575,28,Action
2965,38575,12,Adventure
2966,38575,18,Drama
2967,38575,10751,Family
2968,8009,12,Adventure
2969,8009,28,Action
2970,8009,14,Fantasy
2971,58595,12,Adventure
2972,58595,14,Fantasy
2973,58595,18,Drama
2974,974931,27,Horror
2975,974931,35,Comedy
2976,974931,878,Science Fiction
2977,49018,27,Horror
2978,49018,53,Thriller
2979,101299,12,Adventure
2980,101299,28,Action
2981,101299,878,Science Fiction
2982,76338,28,Action
2983,76338,12,Adventure
2984,76338,14,Fantasy
2985,2501,28,Action
2986,2501,18,Drama
2987,2501,9648,Mystery
2988,2501,53,Thriller
2989,942576,53,Thriller
2990,942576,28,Action
2991,942576,18,Drama
2992,942576,10770,TV Movie
2993,937278,35,Comedy
2994,937278,18,Drama
2995,346910,878,Science Fiction
2996,346910,28,Action
2997,346910,53,Thriller
2998,964943,99,Documentary
2999,913290,27,Horror
3000,913290,53,Thriller
3001,744276,10749,Romance
3002,744276,18,Drama
3003,184345,35,Comedy
3004,184345,27,Horror
3005,1236471,27,Horror
3006,1236471,53,Thriller
3007,1236471,18,Drama
3008,161,53,Thriller
3009,161,80,Crime
3010,256274,27,Horror
3011,256274,53,Thriller
3012,1408208,27,Horror
3013,1408208,9648,Mystery
3014,1408208,53,Thriller
3015,1440,18,Drama
3016,1440,10749,Romance
3017,56292,28,Action
3018,56292,53,Thriller
3019,56292,12,Adventure
3020,1001414,27,Horror
3021,1001414,9648,Mystery
3022,453,18,Drama
3023,453,10749,Romance
3024,604685,28,Action
3025,604685,80,Crime
3026,604685,53,Thriller
3027,57800,16,Animation
3028,57800,35,Comedy
3029,57800,12,Adventure
3030,57800,10751,Family
3031,536554,878,Science Fiction
3032,536554,27,Horror
3033,62214,16,Animation
3034,62214,35,Comedy
3035,62214,10751,Family
3036,882598,27,Horror
3037,882598,9648,Mystery
3038,481533,35,Comedy
3039,481533,18,Drama
3040,911835,10749,Romance
3041,565,27,Horror
3042,565,9648,Mystery
3043,1229262,27,Horror
3044,1229262,35,Comedy
3045,35,16,Animation
3046,35,35,Comedy
3047,35,10751,Family
3048,637,35,Comedy
3049,637,18,Drama
3050,976734,28,Action
3051,976734,53,Thriller
3052,976734,80,Crime
3053,286687,10749,Romance
3054,286687,18,Drama
3055,286687,35,Comedy
3056,142,18,Drama
3057,142,10749,Romance
3058,1593,28,Action
3059,1593,12,Adventure
3060,1593,35,Comedy
3061,1593,10751,Family
3062,1593,14,Fantasy
3063,19913,35,Comedy
3064,19913,18,Drama
3065,19913,10749,Romance
3066,979,18,Drama
3067,979,53,Thriller
3068,979,80,Crime
3069,813,35,Comedy
3070,447277,12,Adventure
3071,447277,10751,Family
3072,447277,14,Fantasy
3073,447277,10749,Romance
3074,7485,18,Drama
3075,7485,28,Action
3076,7485,53,Thriller
3077,2758,35,Comedy
3078,2758,10751,Family
3079,2758,14,Fantasy
3080,1573,28,Action
3081,1573,53,Thriller
3082,9495,14,Fantasy
3083,9495,28,Action
3084,9495,53,Thriller
3085,9325,10751,Family
3086,9325,16,Animation
3087,9325,12,Adventure
3088,497698,28,Action
3089,497698,12,Adventure
3090,497698,878,Science Fiction
3091,68507,10749,Romance
3092,68507,18,Drama
3093,7131,27,Horror
3094,7131,12,Adventure
3095,7131,28,Action
3096,37135,10751,Family
3097,37135,12,Adventure
3098,37135,16,Animation
3099,37135,18,Drama
3100,300669,27,Horror
3101,300669,53,Thriller
3102,666277,18,Drama
3103,666277,10749,Romance
3104,1083968,27,Horror
3105,1083968,53,Thriller
3106,7446,28,Action
3107,7446,35,Comedy
3108,7446,12,Adventure
3109,7446,10752,War
3110,1272149,10749,Romance
3111,1272149,35,Comedy
3112,1272149,18,Drama
3113,17654,878,Science Fiction
3114,942,28,Action
3115,942,12,Adventure
3116,942,35,Comedy
3117,942,80,Crime
3118,942,53,Thriller
3119,2675,18,Drama
3120,2675,53,Thriller
3121,2675,878,Science Fiction
3122,2675,9648,Mystery
3123,2109,28,Action
3124,2109,35,Comedy
3125,2109,80,Crime
3126,965791,35,Comedy
3127,141,14,Fantasy
3128,141,18,Drama
3129,141,9648,Mystery
3130,10867,18,Drama
3131,1579,28,Action
3132,1579,18,Drama
3133,1579,36,History
3134,312221,18,Drama
3135,312221,28,Action
3136,1154215,28,Action
3137,1154215,53,Thriller
3138,19994,27,Horror
3139,19994,35,Comedy
3140,4256,35,Comedy
3141,1078600,10749,Romance
3142,1078600,18,Drama
